FaultName,FaultID,State,SiteName,CPDId,SliprateId,Longitude,Latitude,DistToCFMFault,CFM6ObjectName,DataType,Observation,PrefRate,LowRate,HighRate,RateUncr,RateType,ReptReint,OffsetType,AgeType,NumEvents,RateAge,QbinMin,QbinMax,Reference
218,Little Salmon (onshore),147,CA,Site L2,S-0218,SR-0145,-124.184924566000,40.661442090700,546.19,N/A,slip rate study,"Clarke and Carver (1992) report the slip rate from trench data of 6 - 12 mm/yr. However, this interpretation has several issues, some of which are outlined by McCrory (1996). McCrory (1996, 2000) reinterprets the data and presents a slip rate for the p",4.6,2.5,6.7,unknown,unprojected (vertical),reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,unlisted,unlisted,1-11,1,5,"Clarke and Carver (1992); McCrory (1996, 2000)"
219,Los Alamos,148,CA,approx centroid,S-0219,SR-1170,-120.198674786115,34.719498687163,0.12,CRFA-CSBL-LALM-Los_Alamos_fault-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
220,Los Alamos (extension),149,CA,approx centroid,S-0220,SR-1213,-119.972773678639,34.608229620218,4.43,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
221,Los Medanos - Roe Island,150,CA,approx centroid,S-0221,SR-0147,-122.011489172000,38.033911195300,210.45,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
222,Los Osos,151,CA,Lopez reservoir,S-0222,SR-0148,-120.598796430000,35.191163785200,0.13,CRFA-LOSO-LSOS-Los_Osos_fault-CFM4,slip rate study,"Reported maximum rate of Lettis and Hall (1994), based on observations of marine terraces with little deformation across the fault.",0.1,0,0.1,unknown,unprojected (vertical),"reported (author reported maximum rate only, which is entered as both HighRate and PrefRate)",unlisted,unlisted,unlisted,11-131,0.2,1,Lettis and Hall (1994)
223,Los Osos,151,CA,Montana de Oro,S-0223,SR-0149,-120.866964123000,35.302348648400,0.12,CRFA-LOSO-LSOS-Los_Osos_fault-CFM4,slip rate study,"Lettis and Hall calculate slip rates of 0.25 - 0.5 mm/yr, assuming a 60 degree dip and 0.4 - 0.8 mm/yr assuming a 30 degree dip.",,0.2,0.4,unknown,unprojected (vertical),reported (author reported rate as recorded in Appendix B; reported as range without preferred value),marine terrace,correlation,unlisted,11-130,0.2,1,Lettis and Hall (1994)
224,Lost Hills,152,CA,approx centroid,S-0224,SR-1156,-119.811798612326,35.686139967395,0.06,GVFA-TDRS-LSTH-Lost_Hills_blind_fault-CFM2,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
225,Lost Man,324,CA,on land approx centroid,S-0225,SR-0787,-124.009745399697,41.389444766642,615.88,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
226,Ludlow,153,CA,per Oskin and others (2008),S-0226,SR-0150,-116.192229850000,34.789060235000,0.25,MJVA-LCLZ-LDLW-Ludlow_fault-CFM5,slip rate study,Maximum slip rate.,0.4,0.2,0.6,unknown,unprojected (vertical),reported (rate reported as maximum with symmetrical uncertainty),offset channel,correlation to other dated surfaces,?,11-130,0.2,1,Oskin and others (2008)
227,"Lytle Creek (San Jacinto, connector)",154,CA,Lytle Creek,S-0227,SR-0040,-117.453851866000,34.193599274500,0.63,PNRA-SJFZ-SBRN-Lytle_Creek_fault-CFM5,slip rate study,"Minimum rate for the zone (multiple traces).  Soil correlation ages may be suspect, see Lindvall and Rubin cosmo ages for Day fan surface. Metzger and Weldon (1983) also report a vertical rate of 0.04 - 0.1 mm/yr.",2.5,1,5,unknown,horizontal,reported (only preferred value listed in Appendix B; no uncertainty included),terrace,Soil correlation,unlisted,11-130,1,5,Metzger and Weldon (1983)
228,Maacama,155,CA,Haehl Creek (Channel A),S-0228,SR-0151,-123.340261624000,39.389870801000,387.4,N/A,slip rate study,Minimum rate. Very similar to historic creep rate.,,6,35,unknown,horizontal,"reported (rate listed as a minimum rate, so only applied to LowRate)",buried channel,C14,unlisted,<1,5,35,Larson and others (2005)
229,Maacama,155,CA,Haehl Creek (Channel B),S-0229,SR-0152,-123.340253261000,39.389860363100,387.39,N/A,slip rate study,"Because geologic rate is greater than historic creep rate, authors attribute this to a combination of creep and ruptures.",,8,35,unknown,horizontal,"reported (rate listed as a minimum rate, so only applied to LowRate)",buried channel,C14,unlisted,1-11,5,35,Larson and others (2005)
230,Mad River,157,CA,per McCrory (2000),S-0230,SR-0069,-124.115013453000,40.937703850100,572.11,N/A,slip rate study,,0.4,0.2,1,unknown,unprojected (vertical),reported (only preferred value listed in Appendix B no uncertainty included),marine terrace,correlation,unlisted,11-130,1,5,"McCrory (1996, 2000)"
231,Mad River,157,CA,per McCrory (2000),S-0231,SR-0071,-124.030646650000,40.866394596500,562.05,N/A,slip rate study,,0.3,0.2,1,unknown,unprojected (vertical),reported (only preferred value listed in Appendix B no uncertainty included),stratigraphic marker,correlation,unlisted,750-2600,1,5,"McCrory (1996, 2000)"
232,Malibu Coast,160,CA,Corral Canyon,S-0232,SR-0155,-118.728403188000,34.032314229600,0.2,WTRA-SFFS-SMMT-Malibu_Coast_fault_east-CFM6,slip rate study,Vertical component only (no lateral reported). Marine terrace correlation may need to be updated.,0.3,0.2,1,unknown,unprojected (vertical),reported (only preferred value listed in Appendix B no uncertainty included),marine terrace,"paleo, amino acids, correlation",unlisted,130-750,0.2,1,Clarke and others (1984)
233,Malibu Coast,160,CA,"per Treiman (1994), location approximate",S-0233,SR-0156,-118.764681173000,34.032676587500,0.25,WTRA-SFFS-SMMT-Malibu_Coast_fault_east-CFM6,slip rate study,"Left lateral deflections extending from Ramirez to Puerco Canyons. Treiman (1994) notes this rate appears faster than late Pleistocene - Holocene rate. Dating constraints are poor, and not clear how the reported slip rate was calculated.",,1,2,unknown,unprojected (vertical),reported (only range listed in Appendix B no preferred value included),stream deflections,correlation,unlisted,11-130,0.2,1,Treiman (1994)
234,Malibu Coast,160,CA,Marie Canyon,S-0234,SR-0157,-118.706798110000,34.035268138200,0.05,WTRA-SFFS-SMMT-Malibu_Coast_fault_east-CFM6,slip rate study,Vertical component only (no lateral reported). Marine terrace correlation may need to be updated.,,0.02,0.03,unknown,unprojected (vertical),reported (only range listed in Appendix B no preferred value included),marine terrace,correlation,unlisted,130-750,0.2,1,Clarke and others (1984)
235,Malibu Coast,160,CA,"per Treiman (1994), location approximate",S-0235,SR-0159,-118.860925611000,34.039264834900,0.13,WTRA-SFFS-SMMT-Malibu_Coast_fault_east-CFM6,slip rate study,"Left lateral deflections are somewhat controversial and not consistent, as some major drainages are deflected and others not, and some may be related to lithologic controls. Treiman (1994) was unable to identify deflections in younger (late Pleistocene",0.5,0.2,0.8,unknown,horizontal,"reported (authors list a range of values as a maximum value, therefore max of that range = HighRate and min of that range = PrefRate, with LowRate unconstrained)",stream deflections,correlation,unlisted,130-750,0.2,1,Treiman (1994)
236,Malibu Coast (extension),158,CA,approx centroid,S-0236,SR-0154,-119.120191404000,34.061840108400,0.03,WTRA-SFFS-SMMT-Malibu_Coast_fault_east-CFM6,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
237,Manix - Afton Hills,162,CA,approx centroid,S-0237,SR-0160,-116.448181414000,35.004383546600,0.63,MJVA-CRSF-MANX-Manix_fault-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
238,Mayfield,325,CA,per Sawyer and Page (1995),S-0238,SR-0103,-121.551122067000,41.341527340200,534,N/A,slip rate study,Measured along a 4 km long profile across Yellow Jacket basalt flow.,,0.2,0.43,0.58,unprojected (vertical),reported (only range listed/no pref value from reported column of Appendix B; low and high shown here using uncertainty reported in Appendix B slip rate),offset basalt flow,Ar-Ar,unlisted,130-750,0.2,1,Sawyer and Page (1995)
239,McArthur,326,CA,approx centroid,S-0239,SR-1131,-121.358124652000,40.880734149000,482.24,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
240,McKinleyville,163,CA,"per Carver and Burke, calculated by McCrory (2000).",S-0240,SR-0153,-124.010960811000,40.870171470400,561.82,N/A,slip rate study,"Reported rate (0.6 +/- 0.1 mm/yr) is net slip, assuming 27 degree dip (McCrory, 2000).",0.6,0.5,0.7,unknown,projected (dip-slip),reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),cobble horizon,radiocarbon,1 - 2?,11-130,0,0.2,McCrory (2000)
241,McKinleyville,163,CA,"per Kelsey and Carver (1988), calculated by McCrory (2000).",S-0241,SR-0161,-124.089176439000,40.959923664100,573.58,N/A,slip rate study,"Reported rate (0.5 +/- 0.1 mm/yr) is net slip, assuming 35 degree dip (McCrory, 2000).",0.5,0.4,0.6,unknown,projected (dip-slip),reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),stratigraphic marker,assumed timing of deformation,unlisted,750-2600,0,0.2,McCrory (2000)
242,McKinleyville,163,CA,"per Carver and others (1986), calculated by McCrory (2000).",S-0242,SR-0162,-124.107379868000,40.979347474000,576.16,N/A,slip rate study,"Reported rate (0.8 mm/yr) is net slip, assuming 25 degree dip (McCrory, 2000).",,0.7,0.8,unknown,projected (dip-slip),reported (only range listed in Appendix B; no preferred value included),marine terrace,correlation,unlisted,11-130,0,0.2,McCrory (2000)
243,McLean Lake,164,CA,approx centroid,S-0243,SR-0163,-116.671656804000,35.491559777900,0.21,MJVA-CRSF-GNTM-McLean_Lake_Drinkwater_Lake_fault-CFM5,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
244,Mid Channel,327,CA,approx centroid,S-0244,SR-0026,-119.684524964000,34.201911030500,1.33,WTRA-ORFZ-OFFS-Mid_Channel_fault-CFM6,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
245,Midway,328,CA,approx centroid,S-0245,SR-1153,-121.581412913656,37.736569836613,172.3,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0.2,1,QFFD
246,"Mill Creek (San Andreas, north branch)",166,CA,City Creek,S-0246,SR-0166,-117.191028280000,34.143781189400,0.37,SAFS-SAFZ-SBMT-Mill_Creek_fault_strand-CFM4,slip rate study,Poorly constrained age based on assumed fan age from San Andreas fault slip rate. Not entirely clear how the reported slip rate was calculated.,2.1,1.6,2.6,unknown,horizontal,reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B;pref value comes from Appendix B comment field),alluvial fan,inferred fan age,unlisted,11-130,0.2,1,Sieh and others (1994)
247,"Mill Creek (San Andreas, north branch)",166,CA,approx centroid,S-0247,SR-1189,-116.715375759952,34.052831104855,0.44,SAFS-SAFZ-SBMT-Mill_Creek_fault_strand-CFM4,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,QFFD
248,Mission (connected),167,CA,approx centroid,S-0248,SR-1204,-121.926030502203,37.547953116445,155.89,N/A,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,0,0.2,QFFD
249,Mission Creek,168,CA,approx centroid,S-0249,SR-1188,-116.733889273660,34.047600184935,0.08,SAFS-SAFZ-SBMT-Mission_Creek_fault_strand-CFM4,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,QFFD
250,Mission Hills,169,CA,approx centroid,S-0250,SR-1219,-118.486082877920,34.277208859337,0.12,WTRA-SFNS-MSNH-Mission_Hills_fault-CFM4,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,1,5,QFFD
