X,Y,SlipRateID,FaultID,FaultName,State,SiteName,DataType,Observn,PrefRate,LowRate,HighRate,RateUnct,RateType,ReptReint,OffType,AgeType,NumEvents,RateAge,QbinMin,QbinMax,x2014dip,x2014rake,x2014rate,Reference,AppB
-117.458538044,34.2743966271,SR-0327,703,"San Andreas (San Bernardino, north)",CA,Cajon Pass,slip rate study,Reported rate is average of four independently derived rates over different time intervals. See other entries for individual rates.,24.5,21,28,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,unlisted,unlisted,unlisted,5,35,90,180,19,Weldon and Sieh (1985),yes
-117.956974941,34.4872435912,SR-0328,704,"San Andreas (Mojave, south)",CA,Littlerock,slip rate study,"Latest interpretation by Weldon and others (2008) of the Littlerock site slip rate.  A shorter term (3 event) slip rate at the same site (Pruitt and others, 2009) is considered too poorly constrained to be useful (Scharer, written communication, 2012)",37,30,37,unknown,horizontal,reported (only preferred value listed in Appendix B; no uncertainty included),buried channel,C14,unlisted,1-11,5,35,90,180,34,Weldon and others (2008),yes
-117.885189591,34.4575441931,SR-0329,704,"San Andreas (Mojave, south)",CA,Pallet Creek,slip rate study,"Salyards and others (1982) modeled offsets and warping for a slip rate of ~35 mm/yr based on a 3 event, closed interval rate.  Recent dating of the section by Scharer and others (2011), does not significantly change the slip rate reported by Salyards and",35.6,28.9,42.3,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),offset and warping of units,C14,3,<1,5,35,90,180,34,Salyards and others (1992); Scharer and others (2011),yes
-117.66888882,34.3671302748,SR-0330,704,"San Andreas (Mojave, south)",CA,Wrightwood,slip rate study,"Slip rate is somewhat model dependant, however broad range encompasses uncertainties.  Preferred value from Weldon and others (2004), who report ~46 m of offset during past 1323 yrs.",34.8,20,40,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B;pref value comes from Appendix B comment field),modeled slip,C14,14,1-11,5,35,90,180,34,Weldon and others (2004),yes
-118.602282938,34.7255820991,SR-0331,705,"San Andreas (Mojave, north)",CA,Oak Flat,slip rate study,"Slip rate reported by Rust (2005) has several issues.  Unclear how it was calculated, but does not take into account the 1857 earthquake giving a closed interval, which give a significantly higher rate than reported if this is accounted for.  Rust (2005)",,34,51,unknown,horizontal,reported (only rane value listed in Appendix B; no preferred value included; rate seems cautionary from notes),offset landslide,C14,unlisted,< 1,5,35,90,180,34,Rust (2005),yes
-119.157094678,34.8536559247,SR-0332,706,San Andreas (Big Bend),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,90,180,34,QFFD,no
-119.697284625,35.1534613816,SR-0333,707,San Andreas (Carrizo),CA,Van Matre Ranch,slip rate study,~12 m offset of offset channel fill exposed in trenches dated at 0.38 +/- 0.06 ka with IRSL,31.6,25,40.6,unknown,horiztonal,reported,burried channels,luminescence,at least 2,0.38,5,35,90,180,34,"Salisbury et al., (2018) BSSA",no
-119.698064877,35.1540550178,SR-0334,707,San Andreas (Carrizo),CA,Van Matre Ranch,slip rate study,"Minimum slip rate reported by Noriega and others (2006) includes the open interval after 1857 (AD 1857 - 2005).  Their reported maximum slip rate uses the closed interval (AD 1160 - AD 1857), which is our preferred way to calculate slip rate if a closed",,29.3,35.6,unknown,horizontal,reported (only rane value listed in Appendix B; no preferred value included),buried thalweg,C14,unlisted,<1,5,35,90,180,34,Noriega and others (2006),yes
-119.811220712,35.2615343059,SR-0335,707,San Andreas (Carrizo),CA,Phelan Creek,slip rate study,Very close to the Wallace Creek site.,34,5,35,unknown,horizontal,reported (only preferred value listed in Appendix B; no uncertainty included),abandoned channel,C14?,unlisted,1-11,5,35,90,180,34,Sims (1992),yes
-119.819869161,35.269870472,SR-0336,707,San Andreas (Carrizo),CA,per Liu-Zeng and others (2006),slip rate study,Liu-Zeng and others (2006) originally calculated their slip rate using their offsets and then using the event ages at the Bidart site as age control.  This is somewhat indirect and the correlation of events between the sites may be uncertain.  Assuming t,34,5,35,unknown,horizontal,"reported (prefered value looks ok but unclear about the listed min and max values in Appendix B, not included here because these values appear too large/spurious)",buried channel,C14,4,<1,5,35,90,180,34,Liu-Zeng and others (2006); Akciz and others (2010),yes
-119.823631867,35.2734965843,SR-0337,707,San Andreas (Carrizo),CA,Wallace Creek,slip rate study,"Late Holocene rate reported by Sieh and Jahns (1984).  Rate is consistent with the longer term rate of 35.8 +5.4, -4.1, based on a ~13,250 yr BP fan offset about 475 m.  Rate is consistent with a  ~34 mm/yr rate over the past ~7000 yrs at nearby Phelan C",33.9,31,36.8,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),abandoned channel,C14,unlisted,1-11,5,35,90,180,34,Sieh and Jahns (1984),yes
-119.824345386,35.2741841521,SR-0338,707,San Andreas (Carrizo),CA,Wallace Creek,slip rate study,re-evaluation of ages from Sieh and Jahns 1984 using 128 +/- 1 m offset,36,35,37,unknown,projected (right-lateral),reported,channel offset,radiocarbon,unknown,3.5,5,35,90,180,34,"Grant Ludwig et al., (2019) Earth and Space Science",no
-120.304442272,35.7562188339,SR-0339,709,San Andreas (Parkfield),CA,Cholame Valley,slip rate study,Minimum due to other fault strands.  Values taken from USGS QFFD.,26.3,23,29.6,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B; pref value reported as maximum in Appendix B),stratigraphic,C14,unlisted,1-11,5,35,90,180,34,Sims (1987),yes
-120.441318034,35.8880069853,SR-0340,709,San Andreas (Parkfield),CA,Miller's Field / SWFZ,slip rate study,"Reported slip rate is 2 sigma, from combining Gaussian slip pdf and boxcar age constraints.  Reported rate is a minimum for zone, and additional slip may be on the Southwest Boundary Zone, perhaps about 4 mm/yr.",24.8,18.2,37.2,reported 2sigma by authors/Appendix B,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),channel,C14,unlisted,< 1,5,35,90,180,34,Toke and others (2011),yes
-121.176891852,36.5834601674,SR-0341,710,San Andreas (Creeping),CA,Melendy Ranch,slip rate study,Reported rate is close to measured creep rate.,22,18,22,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),terrace riser,C14,unlisted,< 1,5,35,90,180,34,Perkins and others (1989),yes
-121.673895772,36.9410018855,SR-0342,711,San Andreas (Santa Cruz Mountains),CA,Arano Flat,slip rate study,Slip rate uses interval between dated earthquake and 1906 earthquake.  Fold is assumed to accumulate 10.5 m offset after it was formed.  Fumal and others. (2003) note that the offset accumulated over 5 earthquakes.,22.5,20.5,24.5,unknown,horizontal,"reported (95% CI range listed in Appendix B, no pref value)",offset fold,C14,5,< 1,5,35,79,180,17,Fumal and others (2003),yes
-123.675611485,38.9823859291,SR-0344,713,San Andreas (North Coast),CA,Scaramella Ranch,slip rate study,"Channel is highly oblique to the fault zone, leading Prentice (1989) to report this as a maximum rate.",25.5,23,28,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B;pref value reported as a maximum rate,channel,C14,unlisted,1-11,5,35,90,180,24,Prentice (1989),yes
-123.680953258,38.9887931196,SR-0345,713,San Andreas (North Coast),CA,Pt Arena terraces (120 ka terrace),slip rate study,"Maximum and minimum rates reported here are recalculated.  Reported rate is what Prentice and Kelson (2006) report for this site, which is composite of both the 80 ka and 120 ka rates. Site coordinates are the northwestern edge of the 120 ka terrace.",,19,27,unknown,horizontal,reported (only rane value listed in Appendix B; preferred value listed as range),offset marine terraces,correlation?,unlisted,11-130,5,35,90,180,24,"Prentice (1989); Prentice and others (2000) (Summarized in Prentice and Kelson, 2006)",yes
-123.219132607,38.5020562826,SR-0346,713,San Andreas (North Coast),CA,Mill Gulch,slip rate study,Reported ages are from several different radiocarbon samples.  Slip rate may be a minimum if samples represent maximum limiting ages.,19,15,23,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B;pref value reported as a maximum rate,abandoned channel,C14,unlisted,1-11,5,35,90,180,24,"Prentice and others (2000, 2001)",yes
-122.784429611,38.0336163854,SR-0347,713,San Andreas (North Coast),CA,Vedanta,slip rate study,,24,22,26,unknown,horizontal,reported (author reported  as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),unlisted,unlisted,unlisted,1-11,5,35,90,180,24,Niemi and Hall (1992),yes
-123.987119571,39.7711806084,SR-0348,714,San Andreas (Offshore),CA,approx centroid,QFFD slip rate bin,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,unknown,No value listed for QFFD slip rate bins,reported,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,No value listed for QFFD slip rate bins,5,35,90,180,24,QFFD,no
-112.022495643,41.4126059534,SR-0349,2780,Wasatch (Brigham City),UT,Willard Canyon,slip rate study,vertical displacements of deltaic deposits (27 m) of Bonneville aged deposits,1.7,1.6,1.8,unknown,unprojected (vertical),reinterpreted (min = 27m/17ka; max = 27 m/15 ka; pref = 27m/16 ka),vertical displacement of lacustrine features/deposits,regional correlation assumed,unlisted,16 +/- 1,1,5,50,-90,2.09,"Qfaults page referencing Personius (1990) geologic map; Jewell and Bruhn (2013); Howe et al., (2019)",no
-112.005662163,41.3681334236,SR-0350,2780,Wasatch (Brigham City),UT,North Pleasant View Salient,slip rate study,offset Provo shorelines of  13.76 ± 8.69 m,0.92,0.32,1.52,unknown,unprojected (vertical),reported,shoreline elevation change,relative/regional marker,unknown,15-18,1,5,50,-90,2.09,"Howe et al., (2019) BSSA",no
-112.009059156,41.5356305508,SR-0351,2780,Wasatch (Brigham City),UT,Kotter Canyon,slip rate study,2 events since c. 3.5 ka with pref 2.1 m displacement in each event,2,1.1,4.9,95% CI (given 2sigma of radiocarbon),unprojected (vertical),reported (their table 2),vertical displacement of trench strata,radiocarbon,2 events yielding a single event closed interval rate,from 0.28-2.5 to 0.32-3.5,1,5,50,-90,2.09,DuRoss et al (2012) UGS Special Study,no
-111.998250396,41.5218404526,SR-0352,2780,Wasatch (Brigham City),UT,BC-1,slip rate study,3 events since ~5-7 ka; 2 events with 3.5 +/- 1 m of vertical displacement since 4.5 +/- 0.5 ka; in a trench dated with RC,0.75,0.72,0.78,68% CI,unprojected (vertical),reported (p. 12 of original source),net vertical displacement and colluvial wedge thickness,radiocarbon,2 events make up reported slip rate; 3 total found in this trench,4.7 +/- 0.5,1,5,50,-90,2.09,Personius (1991) UGS Special Study,no
-111.998405527,41.4891320621,SR-0353,2780,Wasatch (Brigham City),UT,approx centroid,Utah hazard consensus rate,No value listed for Utah consensus rates,1.4,0.6,4.5,unknown (2 sigma estimated),unprojected (vertical),reported,No value listed for Utah consensus rates,No value listed for Utah consensus rates,No value listed for Utah consensus rates,No value listed for Utah consensus rates,1,5,50,-90,2.09,Lund (2005) UGS OFR,no
-111.935495498,41.3223989049,SR-0354,2781,Wasatch (Weber),UT,Rice Canyon,slip rate study,total site vertical displacement of 8-12.4 m occuring over 6 events in Holocene,,0.9,2.1,95% CI (2sigma RI),unprojected (vertical),reported (total site displacement / age of alluvial surface - EQ ages),"combination of projection, graphical reconstruction and scarp profile net offset",radiocarbon and luminescence,6,c. 9.9,1,5,50,-90,2.48,"DuRoss et al., (2009) UGS Special Study",no
-111.932201881,41.2468231798,SR-0355,2781,Wasatch (Weber),UT,East Ogden,slip rate study,23.7 m of post-Provo displacement,1.48,1.39,1.58,single value-no uncertainty indicated,unprojected,reported (see table 5 in original source),scarp profiles,relative/asummed regional correlation,at least 4,16 +/- 1,1,5,50,-90,2.48,"Nelson et al., (2006) UGS Special Study; Benson et al., (2011)",no
-111.931940867,41.2466698882,SR-0356,2781,Wasatch (Weber),UT,East Ogden,slip rate study,8.5 - 11.7 m of mid-Holocene displacement in 3 events,,2.1,2.9,68% CI (range of displacement with assumed age),unprojected (vertical),reported (Table 5 of original source),vertical displacements/wedge thickness from trenches,luminescence and radiocarbon,4,4 (Table 5),1,5,50,-90,2.48,"Nelson et al., (2006) UGS Special Study",no
-111.905059713,41.0370241898,SR-0357,2781,Wasatch (Weber),UT,Kaysville,slip rate study,3 earthquakes with 6.1 m vertical displacement since 5.9 ka,1,1,5,unknown,unprojected (vertical),reported (Table 5 of Nelson et al 2006),vertical offset of trench strata/colluvial wedge thickness,assume absolute but method unknown,3,5.9,1,5,50,-90,2.48,"Nelson et al., (2006) reports rate from McCalpin et al. (1994)",no
-111.897961869,41.0216083908,SR-0358,2781,Wasatch (Weber),UT,Kaysville,slip rate study,cumulative net vertical tectonic dispalcement of 10-11 m within a fan surface 6 +/- 2 ka,1.8,1.2,2.8,unknown,unprojected (vertical),reported,vertical displacement in fan,relative soil age estimates,at least 3,6 +/- 2,1,5,50,-90,2.48,"Swan et al., (1980) BSSA",no
